Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-627.6515008296        	0.7755612311   		40561.4986489033
-627.9324757440        	0.7755612311		40412.6303516812
-628.6003838248        	0.7755612311		40101.6727645397
-629.1556128585        	0.7755612311		39840.3354788996
-629.5640447683        	0.7755612311		39647.2331401906
-629.8587937205        	0.7755612311		39507.8300437133
-630.0583058810        	0.7755612311		39412.3810421951
-630.1724744143        	0.7755612311		39353.9457319668
-630.2238726243        	0.7755612311		39323.4998420623
-630.2570291078        	0.7755612311		39304.3185062312
-630.3112512466        	0.7755612311		39283.8843718957
-630.3752382613        	0.7755612311		39265.2657511922
-630.4192306324        	0.7755612311		39257.4938361019
-630.4414310527        	0.7755612311		39257.9677131767
-630.4697501751        	0.7755612311		39254.8835781022
-630.5154839098        	0.7755612311		39243.1880823868
-630.5549171712        	0.7755612311		39231.7384562710
-630.5689129106        	0.7755612311		39229.9089735268
-630.5672899611        	0.7755612311		39233.6377307450
-630.5761972030        	0.7755612311		39232.3642376934
-630.5937843093        	0.7755612311		39224.3933068454
-630.6018802754        	0.7755612311		39216.3859759541
-630.6037067323        	0.7755612311		39210.0886227588
-630.6047171387        	0.7755612311		39205.0567377410
-630.6126356265        	0.7755612311		39197.6217224171
-630.6435843730        	0.7755612311		39181.0051585363
-630.6954295350        	0.7755612311		39155.1518094326
-630.7473524118        	0.7755612311		39127.9423988965
-630.7812747318        	0.7755612311		39106.2348807984
-630.7933848944        	0.7755612311		39091.3778981788
-630.7887412724        	0.7755612311		39082.9828964711
-630.7732214567        	0.7755612311		39080.0166368337
-630.7577232628        	0.7755612311		39078.4871320117
-630.7510618223        	0.7755612311		39074.4276089439
-630.7551045956        	0.7755612311		39066.3861775928
-630.7806446235        	0.7755612311		39051.9301380887
-630.8295137784        	0.7755612311		39032.8873552292
-630.8650582174        	0.7755612311		39020.5366600593
-630.8625644308        	0.7755612311		39022.5351801324
-630.8345032598        	0.7755612311		39035.0254372314
-630.8007409713        	0.7755612311		39051.3659852442
-630.7691395218        	0.7755612311		39067.7489615401
-630.7470112134        	0.7755612311		39080.5170116897
-630.7394415473        	0.7755612311		39086.4344752204
-630.7490336202        	0.7755612311		39082.0055122503
-630.7703537923        	0.7755612311		39069.7063910440
-630.7909680086        	0.7755612311		39055.8540514523
-630.8026638894        	0.7755612311		39047.2616342340
-630.8034430455        	0.7755612311		39046.6940306658
-630.8026531988        	0.7755612311		39049.9923691131
-630.8101132944        	0.7755612311		39052.1239554213
-630.8197755584        	0.7755612311		39052.7937138266
-630.8159314187        	0.7755612311		39056.3075502233
-630.7913535483        	0.7755612311		39065.2096870745
-630.7563160958        	0.7755612311		39076.8115252997
-630.7435495298        	0.7755612311		39081.7355568663
-630.7625249032        	0.7755612311		39077.7735653756
-630.7903169470        	0.7755612311		39071.7281930058
-630.8121679112        	0.7755612311		39068.9605698005
-630.8216105276        	0.7755612311		39070.4203597957
-630.8264059217        	0.7755612311		39071.7390247727
-630.8411782152        	0.7755612311		39067.2597373562
-630.8613425031        	0.7755612311		39059.1685107436
-630.8635437357        	0.7755612311		39055.7569473203
-630.8427783464        	0.7755612311		39058.4554320916
-630.8251854424        	0.7755612311		39058.8174213217
-630.8349997057        	0.7755612311		39051.0746517699
-630.8622017273        	0.7755612311		39038.9227706742
-630.8865458267        	0.7755612311		39028.7779702955
-630.8956326732        	0.7755612311		39026.3014815959
-630.8891085887        	0.7755612311		39030.9960739473
-630.8758847163        	0.7755612311		39038.7313730903
-630.8607620035        	0.7755612311		39046.2761756030
-630.8414847963        	0.7755612311		39053.8715465863
-630.8208143390        	0.7755612311		39062.0225025137
-630.8022200339        	0.7755612311		39071.4310843373
-630.7866727937        	0.7755612311		39080.5659757770
-630.7827292226        	0.7755612311		39084.3316177521
-630.7967410485        	0.7755612311		39079.9585938455
-630.8110463665        	0.7755612311		39075.2233353393
-630.8101279877        	0.7755612311		39076.3850978713
-630.8013436920        	0.7755612311		39081.1328544286
-630.7985468030        	0.7755612311		39083.1744493056
-630.8068277260        	0.7755612311		39080.4175841768
-630.8196031655        	0.7755612311		39076.1042987132
-630.8259629470        	0.7755612311		39076.1376024612
-630.8232583645        	0.7755612311		39083.8534671933
-630.8134629720        	0.7755612311		39097.4209455133
-630.7987022453        	0.7755612311		39113.3697706669
-630.7820574154        	0.7755612311		39126.8970102501
-630.7716794152        	0.7755612311		39133.9892763353
-630.7750307145        	0.7755612311		39131.9883888372
-630.7867772539        	0.7755612311		39123.5238641064
-630.7956310204        	0.7755612311		39113.8834910937
-630.7980868751        	0.7755612311		39105.8384323248
-630.8020768409        	0.7755612311		39098.2223380088
-630.8118359437        	0.7755612311		39090.7346903479
-630.8174023598        	0.7755612311		39087.2531395870
-630.8021417563        	0.7755612311		39093.7017164696
-630.7605696690        	0.7755612311		39110.7407606392
-630.7101358163        	0.7755612311		39130.4467277358
-630.6821390299        	0.7755612311		39139.9670070726
-630.6901601531        	0.7755612311		39132.8110200048
-630.7319047347        	0.7755612311		39110.7171160048
-630.7902477936        	0.7755612311		39080.4287290327
-630.8349289728        	0.7755612311		39054.4217998966
-630.8483145909        	0.7755612311		39041.1675454147
-630.8314147496        	0.7755612311		39043.0213481266
-630.7972106486        	0.7755612311		39054.5392573644
-630.7662128692        	0.7755612311		39066.4403680718
-630.7583966661        	0.7755612311		39069.4331274321
-630.7728988566        	0.7755612311		39062.6678803219
-630.7911109780        	0.7755612311		39053.3496725169
-630.8022357548        	0.7755612311		39045.8530738127
-630.8024121763        	0.7755612311		39040.9963522400
-630.7952917429        	0.7755612311		39037.4928567572
-630.7876465944        	0.7755612311		39033.9094422466
-630.7765653845        	0.7755612311		39031.7912100845
-630.7633569880        	0.7755612311		39029.7942352200
-630.7598194540        	0.7755612311		39023.8056624116
-630.7702260785        	0.7755612311		39013.2598536168
-630.7812540141        	0.7755612311		39005.5076193910
-630.7867783146        	0.7755612311		39006.0259571974
-630.7852980169        	0.7755612311		39014.9976794598
-630.7775203977        	0.7755612311		39027.9013632837
-630.7729129351        	0.7755612311		39039.5591517624
-630.7742600546        	0.7755612311		39049.8337944858
-630.7806458248        	0.7755612311		39059.8753564245
-630.7946053167        	0.7755612311		39066.5744640352
-630.8124102409        	0.7755612311		39068.2889926962
-630.8180799437        	0.7755612311		39069.5222781957
-630.8029305232        	0.7755612311		39074.6631732126
-630.7765483711        	0.7755612311		39084.1826443522
-630.7492615842        	0.7755612311		39096.0025914304
-630.7309410834        	0.7755612311		39106.9000903436
-630.7272968105        	0.7755612311		39112.0364930644
-630.7420573278        	0.7755612311		39108.0926978408
-630.7748339127        	0.7755612311		39094.4869914054
-630.8058878931        	0.7755612311		39080.9773712459
-630.8270951175        	0.7755612311		39073.1013986791
-630.8468740684        	0.7755612311		39068.8753154746
-630.8607323470        	0.7755612311		39067.6593323584
-630.8581178883        	0.7755612311		39071.1303555624
-630.8428230825        	0.7755612311		39076.5883190186
-630.8314294913        	0.7755612311		39076.9641404759
-630.8272872746        	0.7755612311		39070.5920997950
-630.8130473917        	0.7755612311		39064.1347380304
-630.7852064082        	0.7755612311		39062.5649366859
-630.7681745859        	0.7755612311		39061.5704266941
-630.7785072158        	0.7755612311		39054.7387485242
-630.8038407535        	0.7755612311		39043.0018456915
-630.8225899666        	0.7755612311		39031.4471633728
-630.8280076136        	0.7755612311		39023.2814128702
-630.8279279889        	0.7755612311		39017.4737605160
-630.8221526173        	0.7755612311		39014.5937030310
-630.8063990586        	0.7755612311		39017.5144386125
-630.7832919471        	0.7755612311		39026.4902870231
-630.7577971663        	0.7755612311		39038.8380824862
-630.7372900367        	0.7755612311		39049.5330001818
-630.7266428081        	0.7755612311		39055.7812492566
-630.7307174111        	0.7755612311		39057.1646360632
-630.7565330199        	0.7755612311		39053.0973113218
-630.7949358998        	0.7755612311		39046.2530906291
-630.8246322559        	0.7755612311		39042.6914367848
-630.8317371247        	0.7755612311		39046.7757174683
-630.8248015942        	0.7755612311		39055.2704040767
-630.8237335601        	0.7755612311		39058.8705548758
-630.8407791794        	0.7755612311		39052.3872277531
-630.8682114659        	0.7755612311		39038.5539470357
-630.8874472924        	0.7755612311		39024.9982946600
-630.8834310760        	0.7755612311		39018.1298653524
-630.8502640126        	0.7755612311		39021.7248041351
-630.7951372895        	0.7755612311		39036.0254458662
-630.7440878266        	0.7755612311		39055.1404065236
-630.7317606870        	0.7755612311		39068.7740869007
-630.7642790775        	0.7755612311		39072.0976130629
-630.8117545796        	0.7755612311		39069.2959964908
-630.8404095947        	0.7755612311		39068.3539067663
