Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-640.3330098942        	2.5852041037   		28343.9639374154
-640.1131711437        	2.5852041037		28389.4162757560
-640.5614183601        	2.5852041037		28237.1049810730
-640.9601497614        	2.5852041037		28086.3944109279
-641.2298881517        	2.5852041037		27973.4578187027
-641.4061719984        	2.5852041037		27893.0699381860
-641.4754794779        	2.5852041037		27857.6275119550
-641.3764839348        	2.5852041037		27886.3528583239
-641.1529868780        	2.5852041037		27960.9374657898
-640.9748384327        	2.5852041037		28023.0782185226
-640.9470224687        	2.5852041037		28040.5249882781
-641.0355493656        	2.5852041037		28032.8630954094
-641.1420913806        	2.5852041037		28023.0768153794
-641.2455453918        	2.5852041037		28007.8557389265
-641.3092137894        	2.5852041037		27993.5793809836
-641.3045610934        	2.5852041037		27988.3862857453
-641.2675361420        	2.5852041037		27989.0057416845
-641.2432765486        	2.5852041037		27989.2105522845
-641.2614513804        	2.5852041037		27985.9155169522
-641.2750647193        	2.5852041037		27985.3968504695
-641.2729711361        	2.5852041037		27983.2827133905
-641.2618740694        	2.5852041037		27976.3284197688
-641.2581839642        	2.5852041037		27964.5266649859
-641.2620776432        	2.5852041037		27953.3939915024
-641.2689382247        	2.5852041037		27945.1180290509
-641.3235281369        	2.5852041037		27923.6725610229
-641.4476725066        	2.5852041037		27889.5815097556
-641.5143621475        	2.5852041037		27878.8301038517
-641.4779345538        	2.5852041037		27902.2643232584
-641.4283508784        	2.5852041037		27937.1821615548
-641.3836811399        	2.5852041037		27969.9693659575
-641.3463289457        	2.5852041037		27986.3475103006
-641.3668231710        	2.5852041037		27971.8996319514
-641.3564987580        	2.5852041037		27961.2448187058
-641.3184219091        	2.5852041037		27964.4168451659
-641.3010288197        	2.5852041037		27967.5571447214
-641.2989678042        	2.5852041037		27961.5551713798
-641.2749375953        	2.5852041037		27956.0337012208
-641.2706801321        	2.5852041037		27955.8988247372
-641.3167186849        	2.5852041037		27961.0125839874
-641.3527922970        	2.5852041037		27974.4801564154
-641.3403973801        	2.5852041037		27993.6653599340
-641.2783745204        	2.5852041037		28010.2731750356
-641.2702751678        	2.5852041037		28000.5656494879
-641.3273034105        	2.5852041037		27965.8225848209
-641.4141677779        	2.5852041037		27927.1733394182
-641.5256160425        	2.5852041037		27889.4059295855
-641.6092333835        	2.5852041037		27859.2055432396
-641.6554917618        	2.5852041037		27848.5067475567
-641.6310856887        	2.5852041037		27867.1802464772
-641.4728807500        	2.5852041037		27926.1736879910
-641.2547988853        	2.5852041037		27997.4251909021
-641.1236431561        	2.5852041037		28038.0048517428
-641.1128374150        	2.5852041037		28039.0770421298
-641.0891307508        	2.5852041037		28043.6873654815
-641.0948353486        	2.5852041037		28048.2189559312
-641.1457772178        	2.5852041037		28036.7889005350
-641.1703428896        	2.5852041037		28021.3328437942
-641.2490322723        	2.5852041037		28001.2064904392
-641.2185506264        	2.5852041037		28010.7411258441
-641.0915073996        	2.5852041037		28039.2742629175
-641.0495987671        	2.5852041037		28045.2715578159
-641.1775841757        	2.5852041037		28008.4355187953
-641.2860240072        	2.5852041037		27973.0520594814
-641.2647607247        	2.5852041037		27975.7211848911
-641.1351241867        	2.5852041037		28021.1114827933
-640.9520737100        	2.5852041037		28090.1145634963
-640.7573180186        	2.5852041037		28157.2209247712
-640.6782208103        	2.5852041037		28181.9855786972
-640.7665724828        	2.5852041037		28149.6888101668
-640.9044465946        	2.5852041037		28095.1530063642
-640.9973608548        	2.5852041037		28054.5199712637
-641.0335052304        	2.5852041037		28033.9293123741
-641.0341373126        	2.5852041037		28025.2929778027
-641.0689673999        	2.5852041037		28002.5091095869
-641.1924720887        	2.5852041037		27959.1741729248
-641.3550376436        	2.5852041037		27912.0092479387
-641.4777190999        	2.5852041037		27871.7832987155
-641.5340542619        	2.5852041037		27839.8495428158
-641.5037373831        	2.5852041037		27826.7612807113
-641.3765141568        	2.5852041037		27844.4691719796
-641.2250179078        	2.5852041037		27885.1858576462
-641.0798072458        	2.5852041037		27932.8694477280
-640.9750602909        	2.5852041037		27969.7537981373
-640.9606073472        	2.5852041037		27980.3089564841
-641.0483646105        	2.5852041037		27972.7334534207
-641.0585068633        	2.5852041037		27989.5047494226
-641.0252536308        	2.5852041037		28018.9647365070
-641.0092786489        	2.5852041037		28037.2795842712
-640.9580371195        	2.5852041037		28065.0016520808
-640.9084474430        	2.5852041037		28095.5999740118
-640.8997383107        	2.5852041037		28108.1944551622
-640.9485502691        	2.5852041037		28096.9322556195
-640.9586782443        	2.5852041037		28095.5958826168
-640.9088524206        	2.5852041037		28107.5092182719
-640.8767124427        	2.5852041037		28105.6247752696
-640.9098312366        	2.5852041037		28078.5214400164
-640.9381672361        	2.5852041037		28043.5831329283
-640.9757463421        	2.5852041037		28007.9699505330
-640.9623578844        	2.5852041037		27990.4679432885
-640.8986915233        	2.5852041037		27995.7038902522
-640.7914612073        	2.5852041037		28025.9563493694
-640.7798196059        	2.5852041037		28043.4636823761
-640.8962229830        	2.5852041037		28024.0836244804
-641.0443053496        	2.5852041037		27982.7308403362
-641.1797051938        	2.5852041037		27934.7349725776
-641.2307416882        	2.5852041037		27907.7981004304
-641.2142329043        	2.5852041037		27907.3557143966
-641.2090261924        	2.5852041037		27915.8011234085
-641.2259960880        	2.5852041037		27925.9179368428
-641.2861273737        	2.5852041037		27928.9363800899
-641.3625162558        	2.5852041037		27928.8288712515
-641.3430247721        	2.5852041037		27947.3647150300
-641.2549478288        	2.5852041037		27975.9862977995
-641.2106744296        	2.5852041037		27980.6655505607
-641.2286696039        	2.5852041037		27959.3811921483
-641.3145477881        	2.5852041037		27915.1731132166
-641.4309770797        	2.5852041037		27858.0428521954
-641.4659055824        	2.5852041037		27818.0149528627
-641.3720360136        	2.5852041037		27823.6298533232
-641.2716295868        	2.5852041037		27851.9961855764
-641.1941053826        	2.5852041037		27887.0503833483
-641.1621310690        	2.5852041037		27913.9097145385
-641.1699348913        	2.5852041037		27928.6193525182
-641.1351107606        	2.5852041037		27946.6802625140
-641.1217353953        	2.5852041037		27956.5130618068
-641.0579689375        	2.5852041037		27981.1712040894
-640.9283479603        	2.5852041037		28027.0760640010
-640.8468688178        	2.5852041037		28059.6264141851
-640.8389957447        	2.5852041037		28062.2755159561
-640.8592453442        	2.5852041037		28048.1251663930
-640.9301270088        	2.5852041037		28027.4799438681
-640.9622612657        	2.5852041037		28025.7634552818
-640.9344516061        	2.5852041037		28042.1821749458
-640.9326374035        	2.5852041037		28050.9780756400
-640.9584957288        	2.5852041037		28052.2246284020
-641.0209827709        	2.5852041037		28036.1615335023
-641.0972949080        	2.5852041037		28004.3501375571
-641.1298692504        	2.5852041037		27979.9821296248
-641.1024116715        	2.5852041037		27970.5511556416
-641.0656975363        	2.5852041037		27958.7767432910
-641.0487243166        	2.5852041037		27935.9892344094
-641.0929303129        	2.5852041037		27907.4871204214
-641.1293248983        	2.5852041037		27899.8708218872
-641.0713618132        	2.5852041037		27927.3420872029
-640.9629683817        	2.5852041037		27966.4303004918
-640.9326044282        	2.5852041037		27981.3291736544
-641.1620514433        	2.5852041037		27944.9757778928
-641.2891251246        	2.5852041037		27927.4557561108
-641.3143421017        	2.5852041037		27927.4475998945
-641.3141666308        	2.5852041037		27925.5212567260
-641.2752916819        	2.5852041037		27925.3155733008
-641.2367770542        	2.5852041037		27925.9857224367
-641.2823777125        	2.5852041037		27914.9149449398
-641.3054496260        	2.5852041037		27915.1617657816
-641.2181646427        	2.5852041037		27944.5165696059
-641.1290430185        	2.5852041037		27982.6182682749
-641.0162511713        	2.5852041037		28026.4801150874
-640.9575955649        	2.5852041037		28054.5367781206
-641.0283034029        	2.5852041037		28045.2058877727
-641.1244981143        	2.5852041037		28026.9541459736
-641.1563648770        	2.5852041037		28022.3807442090
-641.1150500367        	2.5852041037		28025.5255364827
-641.0784159490        	2.5852041037		28027.1093355833
-641.1251863265        	2.5852041037		28016.1496110398
-641.1968214482        	2.5852041037		27997.8726046779
-641.2622852008        	2.5852041037		27980.1602873534
-641.3183212131        	2.5852041037		27969.6827386035
-641.3526093756        	2.5852041037		27967.7319989948
-641.3699383992        	2.5852041037		27966.0176697581
-641.3567126006        	2.5852041037		27968.3882014213
-641.3438807807        	2.5852041037		27975.3753016696
-641.3567202625        	2.5852041037		27984.6670558158
-641.3695118509        	2.5852041037		27995.8458695641
-641.3865417268        	2.5852041037		28004.9507214252
-641.3810212347        	2.5852041037		28014.5178366482
-641.3585288212        	2.5852041037		28025.8772216790
-641.3431599098        	2.5852041037		28031.8398186333
-641.3093938306        	2.5852041037		28039.2459572126
-641.2203409997        	2.5852041037		28055.4463543718
-641.1408189770        	2.5852041037		28058.2251484773
-641.2518660611        	2.5852041037		28000.3157062558
-641.4529238735        	2.5852041037		27914.5522703829
-641.5012021832        	2.5852041037		27877.2050482252
-641.3984439529        	2.5852041037		27897.2439033165
-641.3603101810        	2.5852041037		27920.6637938811
-641.4046406229        	2.5852041037		27928.4872155265
-641.4336630136        	2.5852041037		27939.4668615979
-641.3915605881        	2.5852041037		27966.2192931242
-641.2970197524        	2.5852041037		28002.7381974858
-641.2309584642        	2.5852041037		28028.9435817529
-641.1978209779        	2.5852041037		28034.4701058886
-641.1969278968        	2.5852041037		28020.8162287410
-641.2274504718        	2.5852041037		28004.3843678013
-641.2264761042        	2.5852041037		28004.4813685481
-641.2516182362        	2.5852041037		28002.2935321640
-641.2966053108        	2.5852041037		27993.1534245324
-641.3617205185        	2.5852041037		27977.3008709654
-641.3504504373        	2.5852041037		27978.7892541242
-641.2344642505        	2.5852041037		28005.0657689300
-641.1145334584        	2.5852041037		28029.3512392596
-641.1150075171        	2.5852041037		28018.8205867249
-641.2012296007        	2.5852041037		27985.8191597863
-641.3054278562        	2.5852041037		27945.6670001410
-641.4612862127        	2.5852041037		27891.3542648721
-641.5552161185        	2.5852041037		27855.8780828420
-641.4447777651        	2.5852041037		27884.1590067779
-641.1431896563        	2.5852041037		27965.8738770368
-640.9125116907        	2.5852041037		28025.0029763514
-640.8452715536        	2.5852041037		28035.6742188830
-640.9202160116        	2.5852041037		28019.6102253638
-641.0731135449        	2.5852041037		27990.5056208021
-641.2285258826        	2.5852041037		27954.5438296326
-641.3227825468        	2.5852041037		27928.9890559102
-641.2954220406        	2.5852041037		27936.5739073133
-641.1825899199        	2.5852041037		27968.8704824848
-641.0933985045        	2.5852041037		27997.1783656859
-641.0339261079        	2.5852041037		28021.6815985983
-640.9606414074        	2.5852041037		28050.6473120071
-640.9362304872        	2.5852041037		28060.1028351889
-641.0005582569        	2.5852041037		28036.3366340785
-641.0866900342        	2.5852041037		27998.0193331952
-641.1404980185        	2.5852041037		27959.3335444372
-641.1805369789        	2.5852041037		27919.1739676620
-641.3058226310        	2.5852041037		27862.9662592326
-641.4248027378        	2.5852041037		27817.6133332246
-641.4603525724        	2.5852041037		27802.2980700683
-641.4334850957        	2.5852041037		27812.3730470699
-641.4116549452        	2.5852041037		27833.2753858304
-641.4349518144        	2.5852041037		27851.3314010510
-641.3980414114        	2.5852041037		27883.9329054164
-641.2971516161        	2.5852041037		27928.6195408801
-641.2250896697        	2.5852041037		27958.4303204984
-641.1951087339        	2.5852041037		27961.3404620758
-641.1948073841        	2.5852041037		27946.9206277865
-641.1484251026        	2.5852041037		27947.5718068590
-641.0761960232        	2.5852041037		27963.2398368954
-641.0353297929        	2.5852041037		27969.4031133029
-641.0064886938        	2.5852041037		27972.2360880018
-640.9786652289        	2.5852041037		27983.7274734406
-640.9642845385        	2.5852041037		27998.7928673282
-640.9824253483        	2.5852041037		27999.6905233230
-641.0425509666        	2.5852041037		27984.4375813892
-641.1343914163        	2.5852041037		27958.4133404123
-641.2779853223        	2.5852041037		27913.4807443563
-641.4104392819        	2.5852041037		27872.5878395705
-641.4581643909        	2.5852041037		27861.2472949878
-641.4307161449        	2.5852041037		27878.0445398977
-641.3375272606        	2.5852041037		27913.5727851742
-641.2681017668        	2.5852041037		27936.8133151281
-641.3209419351        	2.5852041037		27919.8635108747
-641.4426110721        	2.5852041037		27886.0906190810
-641.4944917443        	2.5852041037		27882.1929282383
-641.4220410165        	2.5852041037		27921.0952919301
-641.2854740681        	2.5852041037		27979.7289976915
-641.1753908011        	2.5852041037		28031.8666353642
-641.1414718403        	2.5852041037		28062.4423618481
-641.2113198574        	2.5852041037		28064.2655740142
-641.2688825055        	2.5852041037		28062.0749977071
-641.2781072120        	2.5852041037		28058.8686099448
-641.3552282758        	2.5852041037		28021.1281603813
-641.4663236543        	2.5852041037		27965.3976978071
-641.5426219811        	2.5852041037		27916.0129959657
-641.5783202726        	2.5852041037		27870.8662023284
-641.6725111944        	2.5852041037		27813.1143225148
-641.7537264775        	2.5852041037		27764.4440158197
-641.7348801754        	2.5852041037		27753.3651289858
-641.5922606004        	2.5852041037		27788.1238610930
-641.4025181492        	2.5852041037		27852.4381574091
-641.2895752993        	2.5852041037		27912.8619350866
-641.2445399615        	2.5852041037		27955.8336025124
-641.2407293116        	2.5852041037		27973.4620095617
-641.2639924602        	2.5852041037		27969.0003859028
-641.2816133889        	2.5852041037		27960.6639533496
-641.2561819847        	2.5852041037		27963.3075588295
-641.1916411871        	2.5852041037		27978.0827206131
-641.1369161718        	2.5852041037		27988.2637198457
-641.1365355327        	2.5852041037		27973.7839934686
-641.2919882103        	2.5852041037		27913.4331885719
-641.4990847340        	2.5852041037		27839.5812252061
-641.6039633353        	2.5852041037		27799.4549147906
-641.6059122768        	2.5852041037		27803.9759215640
-641.5329573305        	2.5852041037		27844.7736299774
-641.4225555171        	2.5852041037		27903.6194851467
-641.3350728123        	2.5852041037		27956.3710046268
-641.2910919478        	2.5852041037		27989.4020876649
-641.2508905052        	2.5852041037		28011.1269875715
-641.1547280750        	2.5852041037		28042.9586638280
-641.0071236641        	2.5852041037		28087.9286505609
-640.8659059025        	2.5852041037		28133.2622966899
-640.7576479147        	2.5852041037		28169.7749710436
-640.7597166096        	2.5852041037		28170.9302263642
-640.8109991317        	2.5852041037		28145.2043040926
-640.8494180076        	2.5852041037		28110.3122460175
-640.8874570894        	2.5852041037		28069.5058612941
-640.9618144202        	2.5852041037		28009.6848398427
-641.0263302249        	2.5852041037		27947.1101570965
-640.9510601565        	2.5852041037		27925.3353301529
-640.8104007571        	2.5852041037		27934.4973086913
-640.8689690515        	2.5852041037		27916.7050585059
-641.1142231379        	2.5852041037		27867.0119391870
-641.2575245373        	2.5852041037		27840.6713543968
-641.2715606956        	2.5852041037		27845.5279166945
-641.2098174258        	2.5852041037		27873.4679573928
-641.1220806898        	2.5852041037		27918.0820922123
-641.0555776902        	2.5852041037		27958.1491068104
-641.0300413775        	2.5852041037		27977.8527873768
-641.0378090895        	2.5852041037		27978.0596549758
-641.0716207829        	2.5852041037		27973.3323559792
-641.1132583934        	2.5852041037		27970.5582547236
-641.1102388443        	2.5852041037		27981.6342748425
-641.0359316282        	2.5852041037		28005.9158190633
-641.0193677499        	2.5852041037		28010.8887061774
-641.0885568640        	2.5852041037		27991.5045587263
-641.1251896034        	2.5852041037		27972.3410001150
-641.1781578031        	2.5852041037		27951.1535637477
-641.3068878033        	2.5852041037		27928.0324495160
-641.3844016118        	2.5852041037		27920.7133461888
-641.3130428557        	2.5852041037		27939.5182456582
-641.2528398768        	2.5852041037		27954.0352178558
-641.2089733799        	2.5852041037		27961.2779759500
-641.1037917928        	2.5852041037		27975.5914628593
-641.0444214705        	2.5852041037		27976.8806220735
-641.0458545738        	2.5852041037		27966.2647665706
-641.0575692341        	2.5852041037		27960.7040016307
-641.0085748180        	2.5852041037		27978.9049886875
-640.9348014837        	2.5852041037		28005.3713127262
-640.9742893373        	2.5852041037		28008.0514293647
-641.0346984583        	2.5852041037		28002.3984433359
-641.0370109343        	2.5852041037		28010.3244431320
-640.9807985123        	2.5852041037		28038.2486849315
-640.9221069366        	2.5852041037		28064.4154268256
-640.9761458645        	2.5852041037		28050.4924769922
-641.0712790166        	2.5852041037		28022.3967494504
-641.0823544940        	2.5852041037		28022.6478212481
-641.0393767980        	2.5852041037		28041.2482798813
-641.0363482193        	2.5852041037		28042.0575621907
-641.1001806704        	2.5852041037		28015.7206943478
