Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-686.4249088851	 	0.7755612311   		1494.8766959532
-686.3853626349		0.7755612311		1499.6908983878
-686.3505917757		0.7755612311		1503.9098971607
-686.3242944590		0.7755612311		1506.7922810902
-686.3081625468		0.7755612311		1508.3734580440
-686.3015984612		0.7755612311		1508.3023363348
-686.3028803299		0.7755612311		1507.2792382099
-686.3100332760		0.7755612311		1505.4716136094
-686.3216558587		0.7755612311		1503.0021056209
-686.3365214456		0.7755612311		1500.1603089549
-686.3528793289		0.7755612311		1497.3437107324
-686.3683644419		0.7755612311		1494.3439046871
-686.3806740320		0.7755612311		1491.8852873505
-686.3889394396		0.7755612311		1490.1641550318
-686.3938975283		0.7755612311		1489.5773448946
-686.3971316870		0.7755612311		1489.5797021080
-686.3999227765		0.7755612311		1489.8028243807
-686.4030979797		0.7755612311		1490.0670134219
-686.4072308274		0.7755612311		1490.2728325726
-686.4126483945		0.7755612311		1490.3825548074
-686.4192711323		0.7755612311		1490.5838050516
-686.4267966751		0.7755612311		1490.3162137819
-686.4338554816		0.7755612311		1489.9335664131
-686.4384248273		0.7755612311		1489.4028759787
-686.4397008053		0.7755612311		1489.3251126718
-686.4386847381		0.7755612311		1489.4410748572
-686.4374708109		0.7755612311		1489.5280703274
-686.4375112835		0.7755612311		1489.8416659676
-686.4386974151		0.7755612311		1489.5443517410
-686.4403985911		0.7755612311		1488.8146962466
-686.4423604388		0.7755612311		1488.1004558883
-686.4446323497		0.7755612311		1486.8997554481
-686.4475437577		0.7755612311		1485.4352212827
-686.4514089304		0.7755612311		1483.5761542650
-686.4563438776		0.7755612311		1481.5724957077
-686.4620163290		0.7755612311		1479.5778346928
-686.4673481332		0.7755612311		1478.4572537772
-686.4711501161		0.7755612311		1477.6032587413
-686.4724115837		0.7755612311		1477.4722250817
-686.4709108985		0.7755612311		1478.0183652661
-686.4678970108		0.7755612311		1478.8866811516
-686.4651520709		0.7755612311		1479.7971077582
-686.4642694619		0.7755612311		1480.8392002811
-686.4657727628		0.7755612311		1481.2496709578
-686.4690234143		0.7755612311		1481.6093331155
-686.4729564317		0.7755612311		1482.2899122538
-686.4763161504		0.7755612311		1482.8111184939
-686.4778583509		0.7755612311		1483.6082023936
-686.4764536712		0.7755612311		1484.4295993187
-686.4718212057		0.7755612311		1485.5566306023
-686.4648140926		0.7755612311		1487.0055849858
-686.4564507704		0.7755612311		1488.8095296842
-686.4473787088		0.7755612311		1490.9548898562
-686.4384940220		0.7755612311		1493.0433547035
-686.4310486509		0.7755612311		1494.4984560446
-686.4262174839		0.7755612311		1495.7757792513
-686.4252008244		0.7755612311		1496.7740888428
-686.4287168477		0.7755612311		1497.0867098506
-686.4364179053		0.7755612311		1496.8391126751
-686.4468182181		0.7755612311		1496.0712272623
-686.4575896539		0.7755612311		1494.9600532311
-686.4664908756		0.7755612311		1493.9235922445
-686.4723533798		0.7755612311		1492.8423567334
-686.4747852126		0.7755612311		1491.8682016139
-686.4739678914		0.7755612311		1491.2307389930
-686.4708777086		0.7755612311		1490.6224508598
-686.4669561272		0.7755612311		1489.6520124156
-686.4632965533		0.7755612311		1488.5070291395
-686.4603278589		0.7755612311		1487.1930192391
-686.4577561528		0.7755612311		1486.2718981770
-686.4549676150		0.7755612311		1485.7350211176
-686.4513853425		0.7755612311		1485.4786371576
-686.4465180003		0.7755612311		1485.6044951488
-686.4405624165		0.7755612311		1486.2507186836
-686.4346458888		0.7755612311		1487.2974585768
-686.4304808241		0.7755612311		1488.8665028134
-686.4289337541		0.7755612311		1490.0753053796
-686.4291441046		0.7755612311		1491.4106223685
-686.4305004881		0.7755612311		1492.7003487848
