Potential energy (Ha)	Kinetic Energy (Ha)	Pressure (GPa)
-668.2928292472	 	2.5852041037   		9582.6054245193
-668.2963419430		2.5852041037		9576.7661264020
-668.2662645132		2.5852041037		9574.3152229516
-668.2710221995		2.5852041037		9563.2354281535
-668.2850589124		2.5852041037		9548.4003292971
-668.2547078650		2.5852041037		9539.8576939190
-668.1901120236		2.5852041037		9537.5387870779
-668.1383326922		2.5852041037		9532.9111779566
-668.1220216540		2.5852041037		9525.3547252652
-668.1096798583		2.5852041037		9521.2877467475
-668.0947458832		2.5852041037		9522.5379283649
-668.1074181232		2.5852041037		9520.7755207720
-668.1549993271		2.5852041037		9512.3126445989
-668.2003721557		2.5852041037		9501.5664668952
-668.2188032727		2.5852041037		9495.1708912202
-668.2044755430		2.5852041037		9494.1740717792
-668.1636766382		2.5852041037		9496.7254613075
-668.1248435736		2.5852041037		9497.6984781884
-668.1066053127		2.5852041037		9494.4517436288
-668.1021826968		2.5852041037		9488.6815290989
-668.1046812873		2.5852041037		9483.0567853633
-668.1081494494		2.5852041037		9477.1518221601
-668.1116891087		2.5852041037		9468.9949644473
-668.1128276306		2.5852041037		9457.8394936321
-668.0874497908		2.5852041037		9449.2954433630
-668.0119567777		2.5852041037		9450.8220970878
-667.9278298869		2.5852041037		9459.1353484180
-667.8466630974		2.5852041037		9472.6343092537
-667.7736046838		2.5852041037		9489.6706577914
-667.7063198974		2.5852041037		9506.8300346192
-667.6232385524		2.5852041037		9524.2934513008
-667.5346970859		2.5852041037		9539.0796970848
-667.4720998285		2.5852041037		9547.8146907250
-667.4543091824		2.5852041037		9551.0889109039
-667.4811934258		2.5852041037		9548.9713259058
-667.5407500707		2.5852041037		9542.6653172572
-667.6057632754		2.5852041037		9534.7194702565
-667.6751428201		2.5852041037		9523.8244334456
-667.7244140235		2.5852041037		9516.4112550817
-667.7265658879		2.5852041037		9519.1004447806
-667.6832881141		2.5852041037		9532.0013398546
-667.6127532996		2.5852041037		9549.3264451090
-667.5524121052		2.5852041037		9561.2627400814
-667.5379207578		2.5852041037		9561.9813305770
-667.5240416981		2.5852041037		9561.5636015473
-667.4859907003		2.5852041037		9565.2898820009
-667.4716337701		2.5852041037		9562.3452303069
-667.5234113017		2.5852041037		9541.9155960153
-667.6147640451		2.5852041037		9511.0959181368
-667.6853746391		2.5852041037		9486.6889274609
-667.7007266077		2.5852041037		9479.5383208388
-667.7134912180		2.5852041037		9481.7427635559
-667.7855641616		2.5852041037		9482.6195691462
-667.8043263140		2.5852041037		9490.6613501963
-667.7906322229		2.5852041037		9503.2164109863
-667.7650391777		2.5852041037		9516.6968075623
-667.7463621057		2.5852041037		9528.5299634462
-667.7498160094		2.5852041037		9534.6559817336
-667.7645464204		2.5852041037		9536.2381654544
-667.7768474385		2.5852041037		9534.2790663099
-667.7845509502		2.5852041037		9529.3508396035
-667.8074585630		2.5852041037		9520.1785111033
-667.8424969425		2.5852041037		9510.6359230409
-667.8452149870		2.5852041037		9508.3403708126
-667.8311629443		2.5852041037		9511.4749789929
-667.8358848607		2.5852041037		9514.6065697483
-667.8304910772		2.5852041037		9518.5719410171
-667.8232725365		2.5852041037		9519.8841232392
-667.8389182692		2.5852041037		9512.7365975578
-667.8787536622		2.5852041037		9497.7825156547
-667.9043730240		2.5852041037		9485.6094167361
-667.9046297975		2.5852041037		9480.3667933525
-667.8796678571		2.5852041037		9484.6858610085
-667.8275629784		2.5852041037		9496.7740207349
-667.7622415709		2.5852041037		9510.0772059715
-667.7148917744		2.5852041037		9515.9516121802
-667.7117513009		2.5852041037		9509.6015444381
-667.7543044913		2.5852041037		9495.2976419614
-667.7905746636		2.5852041037		9485.2557301265
-667.7803775436		2.5852041037		9487.1245973017
-667.7266826684		2.5852041037		9498.4955769853
-667.6648039536		2.5852041037		9511.5938764437
-667.6269309071		2.5852041037		9519.0109408683
-667.6003711377		2.5852041037		9522.4163701082
-667.5741813824		2.5852041037		9525.4079147738
-667.5527756710		2.5852041037		9529.7400945852
-667.5315342034		2.5852041037		9534.7338072628
-667.5027558258		2.5852041037		9541.6193731849
-667.4717514642		2.5852041037		9548.3795714139
-667.4624621578		2.5852041037		9551.5358945249
-667.5079284729		2.5852041037		9548.0713216367
-667.5455471753		2.5852041037		9545.0221892315
-667.5387633588		2.5852041037		9545.7200196937
-667.5132861903		2.5852041037		9548.3936867686
-667.4651414843		2.5852041037		9555.0553541446
-667.3810685448		2.5852041037		9568.3412040645
-667.3359045071		2.5852041037		9576.2403400064
-667.3815683789		2.5852041037		9572.2823806797
-667.4062369161		2.5852041037		9572.4248801092
-667.3763898228		2.5852041037		9583.2492467905
-667.3415894480		2.5852041037		9593.3898929526
-667.3553444016		2.5852041037		9590.3511419475
-667.4155350598		2.5852041037		9573.4385613274
-667.4732950970		2.5852041037		9553.1434062608
-667.4945866734		2.5852041037		9540.0951256270
-667.5091281242		2.5852041037		9530.9010983096
-667.5564260696		2.5852041037		9519.1521694621
-667.6162695496		2.5852041037		9506.5681146483
-667.6697621836		2.5852041037		9495.4500106698
-667.7409058429		2.5852041037		9482.9403999168
-667.7986253698		2.5852041037		9474.5448099695
-667.8034354724		2.5852041037		9475.6743355729
-667.7695065469		2.5852041037		9484.0754879310
-667.7298247436		2.5852041037		9493.5809901424
-667.6990224998		2.5852041037		9500.0064665801
-667.6815830772		2.5852041037		9501.2895096280
-667.6843777624		2.5852041037		9496.6601549080
-667.6945903898		2.5852041037		9491.3401022213
-667.6895852070		2.5852041037		9492.8722868073
-667.6555430105		2.5852041037		9504.3288930411
-667.5869255033		2.5852041037		9524.2754426365
-667.5291457786		2.5852041037		9543.7752961584
-667.5054598666		2.5852041037		9556.6267886252
-667.4938823502		2.5852041037		9563.8636922228
-667.4904846056		2.5852041037		9567.0941875818
-667.5032008168		2.5852041037		9565.0291904400
-667.5468278521		2.5852041037		9556.7712204412
-667.6072123895		2.5852041037		9544.5618740057
-667.6587850646		2.5852041037		9532.0046761801
-667.6880688045		2.5852041037		9521.9681938330
-667.6791270370		2.5852041037		9517.5169375860
-667.6528846029		2.5852041037		9516.2306058523
-667.6684676931		2.5852041037		9508.8269428397
-667.7096940219		2.5852041037		9495.7659379963
-667.7240890726		2.5852041037		9485.3366438050
-667.6934608362		2.5852041037		9483.1551391621
-667.6512999537		2.5852041037		9485.3064552691
-667.6229210333		2.5852041037		9489.5708740576
-667.5818733800		2.5852041037		9498.5959077521
-667.5533810183		2.5852041037		9506.5594915503
-667.5594505332		2.5852041037		9508.4114551243
-667.5831584654		2.5852041037		9508.0990056766
-667.6078822745		2.5852041037		9509.7261748868
-667.6117882265		2.5852041037		9516.1257211145
-667.6036707881		2.5852041037		9523.4790456629
-667.5929810922		2.5852041037		9528.1391853666
-667.5938555762		2.5852041037		9527.1500852845
-667.6154299503		2.5852041037		9519.0287495189
-667.6466653051		2.5852041037		9508.6559986527
-667.6637735306		2.5852041037		9502.3274641796
-667.6581081752		2.5852041037		9500.9952721576
-667.6478472842		2.5852041037		9501.4440317979
-667.6551811531		2.5852041037		9498.0643431316
-667.6753086496		2.5852041037		9492.6978774050
-667.6805637039		2.5852041037		9490.0273243639
-667.6535289758		2.5852041037		9493.2537160625
-667.6285258786		2.5852041037		9498.6510080864
